x;y;z
-0.000429557;0.00211839;-0.00038752
-0.000435591;0.00214804;-0.000392865
-0.000441666;0.00217789;-0.000398246
-0.000447784;0.00220795;-0.000403662
-0.000453944;0.00223821;-0.000409114
-0.000460146;0.00226868;-0.0004146
-0.00046639;0.00229935;-0.000420122
-0.000472676;0.00233022;-0.000425679
-0.000479005;0.0023613;-0.000431271
-0.000485375;0.00239259;-0.000436899
-0.000491788;0.00242408;-0.000442561
-0.000498243;0.00245578;-0.000448259
-0.00050474;0.00248767;-0.000453991
-0.000511279;0.00251978;-0.000459759
-0.00051786;0.00255209;-0.000465561
-0.000524484;0.0025846;-0.000471399
-0.000531149;0.00261732;-0.000477272
-0.000537857;0.00265024;-0.000483179
-0.000544607;0.00268337;-0.000489121
-0.000551399;0.0027167;-0.000495098
-0.000558233;0.00275024;-0.00050111
-0.00056511;0.00278398;-0.000507157
-0.000572028;0.00281792;-0.000513239
-0.000578989;0.00285207;-0.000519355
-0.000585992;0.00288642;-0.000525506
-0.000593037;0.00292098;-0.000531692
-0.000600124;0.00295574;-0.000537913
-0.000607253;0.00299071;-0.000544168
-0.000614424;0.00302588;-0.000550457
-0.000621638;0.00306126;-0.000556782
-0.000628894;0.00309683;-0.000563141
-0.000636192;0.00313262;-0.000569534
-0.000643532;0.0031686;-0.000575962
-0.000650914;0.0032048;-0.000582425
-0.000658338;0.00324119;-0.000588922
-0.000665805;0.00327779;-0.000595453
-0.000673313;0.0033146;-0.000602019
-0.000680864;0.0033516;-0.000608619
-0.000688457;0.00338881;-0.000615254
-0.000696093;0.00342623;-0.000621923
-0.00070377;0.00346385;-0.000628626
-0.000711489;0.00350167;-0.000635363
-0.000719251;0.0035397;-0.000642135
-0.000727055;0.00357793;-0.000648941
-0.000734901;0.00361637;-0.000655781
-0.000742789;0.00365501;-0.000662656
-0.00075072;0.00369385;-0.000669564
-0.000758692;0.0037329;-0.000676507
-0.000766707;0.00377215;-0.000683484
-0.000774764;0.0038116;-0.000690495
-0.000782863;0.00385126;-0.00069754
-0.000791004;0.00389112;-0.000704618
-0.000799188;0.00393119;-0.000711731
-0.000807413;0.00397146;-0.000718878
-0.000815681;0.00401193;-0.000726059
-0.000823991;0.00405261;-0.000733274
-0.000832343;0.00409349;-0.000740522
-0.000840737;0.00413457;-0.000747805
-0.000849174;0.00417586;-0.000755121
-0.000857653;0.00421735;-0.000762471
-0.000866174;0.00425904;-0.000769855
-0.000874737;0.00430094;-0.000777273
-0.000883342;0.00434304;-0.000784725
-0.000891989;0.00438535;-0.00079221
-0.000900679;0.00442786;-0.000799729
-0.000909411;0.00447057;-0.000807281
-0.000918185;0.00451348;-0.000814867
-0.000927001;0.0045566;-0.000822487
-0.000935859;0.00459992;-0.00083014
-0.00094476;0.00464345;-0.000837827
-0.000953702;0.00468718;-0.000845547
-0.000962687;0.00473111;-0.000853301
-0.000971714;0.00477524;-0.000861089
-0.000980784;0.00481958;-0.000868909
-0.000989895;0.00486412;-0.000876764
-0.000999049;0.00490886;-0.000884651
-0.00100824;0.00495381;-0.000892572
-0.00101748;0.00499896;-0.000900526
-0.00102676;0.00504432;-0.000908514
-0.00103609;0.00508987;-0.000916535
-0.00104545;0.00513563;-0.000924589
-0.00105486;0.0051816;-0.000932677
-0.00106431;0.00522776;-0.000940797
-0.0010738;0.00527413;-0.000948951
-0.00108333;0.0053207;-0.000957138
-0.00109291;0.00536748;-0.000965358
-0.00110252;0.00541445;-0.000973611
-0.00111218;0.00546163;-0.000981898
-0.00112189;0.00550902;-0.000990217
-0.00113163;0.0055566;-0.00099857
-0.00114142;0.00560439;-0.00100695
-0.00115125;0.00565238;-0.00101537
-0.00116112;0.00570058;-0.00102382
-0.00117103;0.00574898;-0.00103231
-0.00118099;0.00579758;-0.00104083
-0.00119098;0.00584638;-0.00104938
-0.00120102;0.00589538;-0.00105796
-0.0012111;0.00594459;-0.00106657
-0.00122123;0.005994;-0.00107522
-0.0012314;0.00604362;-0.0010839
-0.0012416;0.00609343;-0.00109262
-0.00125185;0.00614345;-0.00110137
-0.00126215;0.00619367;-0.00111014
-0.00127248;0.00624409;-0.00111896
-0.00128286;0.00629472;-0.0011278
-0.00129328;0.00634555;-0.00113668
