energy
-227.021
-227.015
-227.009
-227.003
-226.998
-226.992
-226.986
-226.98
-226.974
-226.969
-226.963
-226.957
-226.951
-226.945
-226.94
-226.934
-226.928
-226.922
-226.917
-226.911
-226.905
-226.899
-226.894
-226.888
-226.882
-226.876
-226.871
-226.865
-226.859
-226.853
-226.848
-226.842
-226.836
-226.83
-226.825
-226.819
-226.813
-226.808
-226.802
-226.796
-226.791
-226.785
-226.779
-226.773
-226.768
-226.762
-226.756
-226.751
-226.745
-226.739
-226.734
-226.728
-226.722
-226.717
-226.711
-226.705
-226.7
-226.694
-226.688
-226.683
-226.677
-226.672
-226.666
-226.66
-226.655
-226.649
-226.643
-226.638
-226.632
-226.627
-226.621
-226.615
-226.61
-226.604
-226.599
-226.593
-226.587
-226.582
-226.576
-226.571
-226.565
-226.559
-226.554
-226.548
-226.543
-226.537
-226.532
-226.526
-226.52
-226.515
-226.509
-226.504
-226.498
-226.493
-226.487
-226.482
-226.476
-226.471
-226.465
-226.46
-226.454
-226.449
-226.443
-226.438
-226.432
-226.426
-226.421
-226.415
-226.41
-226.405
-226.399
-226.394
-226.388
-226.383
-226.377
-226.372
-226.366
-226.361
-226.355
-226.35
-226.344
-226.339
-226.333
-226.328
-226.322
-226.317
-226.312
-226.306
-226.301
-226.295
-226.29
-226.284
-226.279
-226.274
-226.268
-226.263
-226.257
-226.252
-226.247
-226.241
-226.236
-226.23
-226.225
-226.22
-226.214
-226.209
-226.203
-226.198
-226.193
-226.187
-226.182
-226.176
-226.171
-226.166
-226.16
-226.155
-226.15
-226.144
-226.139
-226.134
-226.128
-226.123
-226.118
-226.112
-226.107
-226.102
-226.096
-226.091
-226.086
-226.08
-226.075
-226.07
-226.064
-226.059
-226.054
-226.048
-226.043
-226.038
-226.033
-226.027
-226.022
-226.017
-226.011
-226.006
-226.001
-225.996
-225.99
-225.985
-225.98
-225.975
-225.969
-225.964
-225.959
-225.954
-225.948
-225.943
-225.938
-225.933
-225.927
-225.922
-225.917
-225.912
-225.907
-225.901
-225.896
-225.891
-225.886
-225.88
-225.875
-225.87
-225.865
-225.86
-225.854
-225.849
-225.844
-225.839
-225.834
-225.829
-225.823
-225.818
-225.813
-225.808
-225.803
-225.798
-225.792
-225.787
-225.782
-225.777
-225.772
-225.767
-225.762
-225.756
-225.751
-225.746
-225.741
-225.736
-225.731
-225.726
-225.721
-225.715
-225.71
-225.705
-225.7
-225.695
-225.69
-225.685
-225.68
-225.675
-225.67
-225.664
-225.659
-225.654
-225.649
-225.644
-225.639
-225.634
-225.629
-225.624
-225.619
-225.614
-225.609
-225.604
-225.599
-225.594
-225.589
-225.583
-225.578
-225.573
-225.568
-225.563
-225.558
-225.553
-225.548
-225.543
-225.538
-225.533
-225.528
-225.523
-225.518
-225.513
-225.508
-225.503
-225.498
-225.493
-225.488
-225.483
-225.478
-225.473
-225.468
-225.463
-225.458
-225.454
-225.449
-225.444
-225.439
-225.434
-225.429
-225.424
-225.419
-225.414
-225.409
-225.404
-225.399
-225.394
-225.389
-225.384
-225.379
-225.374
-225.37
-225.365
-225.36
-225.355
-225.35
-225.345
-225.34
-225.335
-225.33
-225.325
-225.321
-225.316
-225.311
-225.306
-225.301
-225.296
-225.291
-225.286
-225.282
-225.277
-225.272
-225.267
-225.262
-225.257
-225.252
-225.248
-225.243
-225.238
-225.233
-225.228
-225.223
-225.219
-225.214
-225.209
-225.204
-225.199
-225.194
-225.19
-225.185
-225.18
-225.175
-225.17
-225.166
-225.161
-225.156
-225.151
-225.146
-225.142
-225.137
-225.132
-225.127
-225.123
-225.118
-225.113
-225.108
-225.104
-225.099
-225.094
-225.089
-225.085
-225.08
-225.075
-225.07
-225.066
-225.061
-225.056
-225.051
-225.047
-225.042
-225.037
-225.032
-225.028
-225.023
-225.018
-225.014
-225.009
-225.004
-225
-224.995
-224.99
-224.985
-224.981
-224.976
-224.971
-224.967
-224.962
-224.957
-224.953
-224.948
-224.943
-224.939
-224.934
-224.929
-224.925
-224.92
-224.915
-224.911
-224.906
-224.902
-224.897
-224.892
-224.888
-224.883
-224.878
-224.874
-224.869
-224.864
-224.86
-224.855
-224.851
-224.846
-224.841
-224.837
-224.832
-224.828
-224.823
-224.818
-224.814
-224.809
-224.805
-224.8
-224.796
-224.791
-224.786
-224.782
-224.777
-224.773
-224.768
-224.764
-224.759
-224.754
-224.75
-224.745
-224.741
-224.736
-224.732
-224.727
-224.723
-224.718
-224.714
-224.709
-224.705
-224.7
-224.696
-224.691
-224.687
-224.682
-224.678
-224.673
-224.669
-224.664
-224.66
-224.655
-224.651
-224.646
-224.642
-224.637
-224.633
-224.628
-224.624
-224.619
-224.615
-224.61
-224.606
-224.601
-224.597
-224.592
-224.588
-224.584
-224.579
-224.575
-224.57
-224.566
-224.561
-224.557
-224.553
-224.548
-224.544
-224.539
-224.535
-224.53
-224.526
-224.522
-224.517
-224.513
-224.508
-224.504
-224.5
-224.495
-224.491
-224.486
-224.482
-224.478
-224.473
-224.469
-224.465
-224.46
-224.456
-224.451
-224.447
-224.443
-224.438
-224.434
-224.43
-224.425
-224.421
-224.417
-224.412
-224.408
-224.404
-224.399
-224.395
-224.391
-224.386
-224.382
-224.378
-224.373
-224.369
-224.365
-224.36
-224.356
-224.352
-224.348
-224.343
-224.339
-224.335
-224.33
-224.326
-224.322
-224.318
-224.313
-224.309
-224.305
-224.3
-224.296
-224.292
-224.288
-224.283
-224.279
-224.275
-224.271
-224.266
-224.262
-224.258
-224.254
-224.249
-224.245
-224.241
-224.237
-224.233
-224.228
-224.224
-224.22
-224.216
-224.211
-224.207
-224.203
-224.199
-224.195
-224.19
-224.186
-224.182
-224.178
-224.174
-224.17
-224.165
-224.161
-224.157
-224.153
-224.149
-224.144
-224.14
-224.136
-224.132
-224.128
-224.124
-224.12
-224.115
-224.111
-224.107
-224.103
-224.099
-224.095
-224.091
-224.086
-224.082
-224.078
-224.074
-224.07
-224.066
-224.062
-224.058
-224.053
-224.049
-224.045
-224.041
-224.037
-224.033
-224.029
-224.025
-224.021
-224.017
-224.013
-224.008
-224.004
-224
-223.996
-223.992
-223.988
-223.984
-223.98
-223.976
-223.972
-223.968
-223.964
-223.96
-223.956
-223.952
-223.948
-223.944
-223.939
-223.935
-223.931
-223.927
-223.923
-223.919
-223.915
-223.911
-223.907
-223.903
-223.899
-223.895
-223.891
-223.887
-223.883
-223.879
-223.875
-223.871
-223.867
-223.863
-223.859
-223.855
-223.851
-223.847
-223.843
-223.84
-223.836
-223.832
-223.828
-223.824
-223.82
-223.816
-223.812
-223.808
-223.804
-223.8
-223.796
-223.792
-223.788
-223.784
-223.78
-223.776
-223.772
-223.769
-223.765
-223.761
-223.757
-223.753
-223.749
-223.745
-223.741
-223.737
-223.733
-223.73
-223.726
-223.722
-223.718
-223.714
-223.71
-223.706
-223.702
-223.698
-223.695
-223.691
-223.687
-223.683
-223.679
-223.675
-223.671
-223.668
-223.664
-223.66
-223.656
-223.652
-223.648
-223.645
-223.641
-223.637
-223.633
-223.629
-223.625
-223.622
-223.618
-223.614
-223.61
-223.606
-223.603
-223.599
-223.595
-223.591
-223.587
-223.584
-223.58
-223.576
-223.572
-223.568
-223.565
-223.561
-223.557
-223.553
-223.55
-223.546
-223.542
-223.538
-223.535
-223.531
-223.527
-223.523
-223.52
-223.516
-223.512
-223.508
-223.505
-223.501
-223.497
-223.493
-223.49
-223.486
-223.482
-223.478
-223.475
-223.471
-223.467
-223.464
-223.46
-223.456
-223.453
-223.449
-223.445
-223.441
-223.438
-223.434
-223.43
-223.427
-223.423
-223.419
-223.416
-223.412
-223.408
-223.405
-223.401
-223.397
-223.394
-223.39
-223.386
-223.383
-223.379
-223.375
-223.372
-223.368
-223.365
-223.361
-223.357
-223.354
-223.35
-223.346
-223.343
-223.339
-223.336
-223.332
-223.328
-223.325
-223.321
-223.317
-223.314
-223.31
-223.307
-223.303
-223.3
-223.296
-223.292
-223.289
-223.285
-223.282
-223.278
-223.274
-223.271
-223.267
-223.264
-223.26
-223.257
-223.253
-223.25
-223.246
-223.242
-223.239
-223.235
-223.232
-223.228
-223.225
-223.221
-223.218
-223.214
-223.211
-223.207
-223.204
-223.2
-223.197
-223.193
-223.19
-223.186
-223.183
-223.179
-223.176
-223.172
-223.169
-223.165
-223.162
-223.158
-223.155
-223.151
-223.148
-223.144
-223.141
-223.137
-223.134
-223.13
-223.127
-223.123
-223.12
-223.116
-223.113
-223.11
-223.106
-223.103
-223.099
-223.096
-223.092
-223.089
-223.085
-223.082
-223.079
-223.075
-223.072
-223.068
-223.065
-223.062
-223.058
-223.055
-223.051
-223.048
-223.044
-223.041
-223.038
-223.034
-223.031
-223.028
-223.024
-223.021
-223.017
-223.014
-223.011
-223.007
-223.004
-223.001
-222.997
-222.994
-222.99
-222.987
-222.984
-222.98
-222.977
-222.974
-222.97
-222.967
-222.964
-222.96
-222.957
-222.954
-222.95
-222.947
-222.944
-222.94
-222.937
-222.934
-222.93
-222.927
-222.924
-222.92
-222.917
-222.914
-222.911
-222.907
-222.904
-222.901
-222.897
-222.894
-222.891
-222.888
-222.884
-222.881
-222.878
-222.874
-222.871
-222.868
-222.865
-222.861
-222.858
-222.855
-222.852
-222.848
-222.845
-222.842
-222.839
-222.835
-222.832
-222.829
-222.826
-222.823
-222.819
-222.816
-222.813
-222.81
-222.806
-222.803
-222.8
-222.797
-222.794
-222.79
-222.787
-222.784
-222.781
-222.778
-222.774
-222.771
-222.768
-222.765
-222.762
-222.759
-222.755
-222.752
-222.749
-222.746
-222.743
-222.74
-222.736
-222.733
-222.73
-222.727
-222.724
-222.721
-222.717
-222.714
-222.711
-222.708
-222.705
-222.702
-222.699
-222.696
-222.692
-222.689
-222.686
-222.683
-222.68
-222.677
-222.674
-222.671
-222.667
-222.664
-222.661
-222.658
-222.655
-222.652
-222.649
-222.646
-222.643
-222.64
-222.637
-222.634
-222.63
-222.627
-222.624
-222.621
-222.618
-222.615
-222.612
-222.609
-222.606
-222.603
-222.6
-222.597
-222.594
-222.591
-222.588
-222.585
-222.582
-222.579
-222.576
-222.573
-222.57
-222.567
-222.563
-222.56
-222.557
-222.554
-222.551
-222.548
-222.545
-222.542
-222.539
-222.536
-222.533
-222.53
-222.527
-222.525
-222.522
-222.519
-222.516
-222.513
-222.51
-222.507
-222.504
-222.501
-222.498
-222.495
-222.492
-222.489
-222.486
-222.483
-222.48
-222.477
-222.474
-222.471
-222.468
-222.465
-222.462
-222.459
-222.457
-222.454
-222.451
-222.448
-222.445
-222.442
-222.439
-222.436
-222.433
-222.43
-222.427
-222.425
-222.422
-222.419
-222.416
-222.413
-222.41
-222.407
-222.404
-222.401
-222.399
-222.396
-222.393
-222.39
-222.387
-222.384
-222.381
-222.379
-222.376
-222.373
-222.37
-222.367
-222.364
-222.361
-222.359
-222.356
-222.353
-222.35
-222.347
-222.344
-222.342
-222.339
-222.336
-222.333
-222.33
-222.328
-222.325
-222.322
-222.319
-222.316
-222.313
-222.311
-222.308
-222.305
-222.302
-222.3
-222.297
-222.294
-222.291
-222.288
-222.286
-222.283
-222.28
-222.277
-222.275
-222.272
