xA;yA;zA;xB;yB;zB;xC;yC;zC
0;0.00799987;0;-0.0399602;1.34957e-06;5.02915;0.0399602;1.34957e-06;-5.02915
0;0.0159989;0;-0.0795993;1.07548e-05;5.02026;0.0795993;1.07548e-05;-5.02026
0;0.0239964;0;-0.118845;3.63809e-05;4.98367;0.118845;3.63809e-05;-4.98367
0;0.0319913;0;-0.15846;8.67789e-05;4.96004;0.15846;8.67789e-05;-4.96004
0;0.0399829;0;-0.199287;0.000170513;4.97419;0.199287;0.000170513;-4.97419
0;0.0479705;0;-0.240837;0.000295457;5.00776;0.240837;0.000295457;-5.00776
0;0.0559531;0;-0.28135;0.000468837;5.02079;0.28135;0.000468837;-5.02079
0;0.0639302;0;-0.319802;0.000698182;4.9969;0.319802;0.000698182;-4.9969
0;0.0719008;0;-0.357544;0.000992077;4.96103;0.357544;0.000992077;-4.96103
0;0.079864;0;-0.397154;0.00135963;4.9505;0.397154;0.00135963;-4.9505
0;0.0878191;0;-0.439393;0.00180898;4.97302;0.439393;0.00180898;-4.97302
0;0.0957653;0;-0.481866;0.00234669;4.99883;0.481866;0.00234669;-4.99883
0;0.103702;0;-0.521444;0.0029789;4.99491;0.521444;0.0029789;-4.99491
0;0.111629;0;-0.558019;0.00371303;4.96193;0.558019;0.00371303;-4.96193
0;0.119544;0;-0.595066;0.00455807;4.93265;0.595066;0.00455807;-4.93265
0;0.127448;0;-0.635883;0.0055228;4.93447;0.635883;0.0055228;-4.93447
0;0.135339;0;-0.679586;0.0066139;4.95901;0.679586;0.0066139;-4.95901
0;0.143216;0;-0.721707;0.00783628;4.97237;0.721707;0.00783628;-4.97237
0;0.15108;0;-0.759173;0.00919537;4.95369;0.759173;0.00919537;-4.95369
0;0.15893;0;-0.794088;0.0106988;4.91807;0.794088;0.0106988;-4.91807
0;0.166764;0;-0.831682;0.0123553;4.89877;0.831682;0.0123553;-4.89877
0;0.174583;0;-0.874381;0.0141724;4.90958;0.874381;0.0141724;-4.90958
0;0.182385;0;-0.918735;0.0161547;4.92996;0.918735;0.0161547;-4.92996
0;0.190169;0;-0.959058;0.0183055;4.92889;0.959058;0.0183055;-4.92889
0;0.197937;0;-0.993943;0.0206301;4.89979;0.993943;0.0206301;-4.89979
0;0.205686;0;-1.02817;0.023136;4.86718;1.02817;0.023136;-4.86718
0;0.213417;0;-1.06746;0.0258311;4.85848;1.06746;0.0258311;-4.85848
0;0.221128;0;-1.11191;0.0287205;4.87331;1.11191;0.0287205;-4.87331
0;0.228819;0;-1.15552;0.0318066;4.88472;1.15552;0.0318066;-4.88472
0;0.236491;0;-1.19293;0.035092;4.86995;1.19293;0.035092;-4.86995
0;0.244142;0;-1.22561;0.0385816;4.83576;1.22561;0.0385816;-4.83576
0;0.251772;0;-1.26048;0.0422826;4.81002;1.26048;0.0422826;-4.81002
0;0.25938;0;-1.30211;0.0462007;4.81005;1.30211;0.0462007;-4.81005
0;0.266966;0;-1.34735;0.0503385;4.82358;1.34735;0.0503385;-4.82358
0;0.27453;0;-1.38869;0.0546965;4.8233;1.38869;0.0546965;-4.8233
0;0.282072;0;-1.42276;0.0592768;4.79773;1.42276;0.0592768;-4.79773
0;0.289592;0;-1.45433;0.0640841;4.76358;1.45433;0.0640841;-4.76358
0;0.297088;0;-1.49108;0.069124;4.74631;1.49108;0.069124;-4.74631
0;0.30456;0;-1.53486;0.0743998;4.75146;1.53486;0.0743998;-4.75146
0;0.312009;0;-1.5794;0.0799114;4.75908;1.5794;0.0799114;-4.75908
0;0.319434;0;-1.61728;0.0856581;4.74671;1.61728;0.0856581;-4.74671
0;0.326836;0;-1.64842;0.0916417;4.7145;1.64842;0.0916417;-4.7145
0;0.334213;0;-1.68033;0.0978661;4.68438;1.68033;0.0978661;-4.68438
0;0.341567;0;-1.71968;0.104335;4.67494;1.71968;0.104335;-4.67494
0;0.348895;0;-1.76464;0.111048;4.68085;1.76464;0.111048;-4.68085
0;0.3562;0;-1.80683;0.118004;4.67949;1.80683;0.118004;-4.67949
0;0.36348;0;-1.84073;0.1252;4.65668;1.84073;0.1252;-4.65668
0;0.370736;0;-1.87007;0.132639;4.62225;1.87007;0.132639;-4.62225
0;0.377968;0;-1.9037;0.140323;4.59835;1.9037;0.140323;-4.59835
0;0.385175;0;-1.94557;0.148253;4.59436;1.94557;0.148253;-4.59436
0;0.392357;0;-1.99017;0.156425;4.5969;1.99017;0.156425;-4.5969
0;0.399516;0;-2.02865;0.164837;4.58537;2.02865;0.164837;-4.58537
0;0.406651;0;-2.05888;0.173487;4.55517;2.05888;0.173487;-4.55517
0;0.413762;0;-2.08795;0.182376;4.52231;2.08795;0.182376;-4.52231
0;0.42085;0;-2.12418;0.191502;4.50493;2.12418;0.191502;-4.50493
0;0.427913;0;-2.1677;0.200866;4.50304;2.1677;0.200866;-4.50304
0;0.434954;0;-2.21018;0.210461;4.49907;2.21018;0.210461;-4.49907
0;0.441972;0;-2.24426;0.220285;4.47802;2.24426;0.220285;-4.47802
0;0.448967;0;-2.27189;0.230333;4.44404;2.27189;0.230333;-4.44404
0;0.455939;0;-2.3022;0.240606;4.41525;2.3022;0.240606;-4.41525
0;0.46289;0;-2.34117;0.251101;4.40307;2.34117;0.251101;-4.40307
0;0.469819;0;-2.38483;0.261814;4.39975;2.38483;0.261814;-4.39975
0;0.476726;0;-2.42368;0.272739;4.38762;2.42368;0.272739;-4.38762
0;0.483613;0;-2.45347;0.283871;4.35907;2.45347;0.283871;-4.35907
0;0.490479;0;-2.48002;0.295207;4.32472;2.48002;0.295207;-4.32472
0;0.497326;0;-2.51267;0.306744;4.30096;2.51267;0.306744;-4.30096
0;0.504152;0;-2.5537;0.318478;4.29155;2.5537;0.318478;-4.29155
0;0.51096;0;-2.59571;0.330402;4.28386;2.59571;0.330402;-4.28386
0;0.517749;0;-2.63;0.34251;4.26345;2.63;0.34251;-4.26345
0;0.52452;0;-2.65639;0.354796;4.23022;2.65639;0.354796;-4.23022
0;0.531274;0;-2.68347;0.367256;4.19803;2.68347;0.367256;-4.19803
0;0.538011;0;-2.71886;0.379885;4.1788;2.71886;0.379885;-4.1788
0;0.544732;0;-2.76057;0.392678;4.16935;2.76057;0.392678;-4.16935
0;0.551437;0;-2.79928;0.405625;4.1554;2.79928;0.405625;-4.1554
0;0.558128;0;-2.82886;0.418721;4.12791;2.82886;0.418721;-4.12791
0;0.564804;0;-2.85331;0.43196;4.09288;2.85331;0.43196;-4.09288
0;0.571467;0;-2.88221;0.445335;4.06421;2.88221;0.445335;-4.06421
0;0.578116;0;-2.9199;0.45884;4.04794;2.9199;0.45884;-4.04794
0;0.584753;0;-2.96056;0.472468;4.03582;2.96056;0.472468;-4.03582
0;0.591379;0;-2.99482;0.486211;4.015;2.99482;0.486211;-4.015
0;0.597994;0;-3.02034;0.500061;3.98247;3.02034;0.500061;-3.98247
0;0.604599;0;-3.04447;0.514011;3.94804;3.04447;0.514011;-3.94804
0;0.611195;0;-3.07585;0.528054;3.92302;3.07585;0.528054;-3.92302
0;0.617782;0;-3.11471;0.542183;3.90754;3.11471;0.542183;-3.90754
0;0.624361;0;-3.15259;0.55639;3.89088;3.15259;0.55639;-3.89088
0;0.630933;0;-3.18196;0.570666;3.86372;3.18196;0.570666;-3.86372
0;0.6375;0;-3.2047;0.585004;3.82848;3.2047;0.585004;-3.82848
0;0.64406;0;-3.22993;0.599396;3.79619;3.22993;0.599396;-3.79619
0;0.650617;0;-3.26369;0.613833;3.77391;3.26369;0.613833;-3.77391
0;0.657169;0;-3.30211;0.628309;3.75706;3.30211;0.628309;-3.75706
0;0.663719;0;-3.33586;0.642814;3.73493;3.33586;0.642814;-3.73493
0;0.670266;0;-3.3607;0.657341;3.70282;3.3607;0.657341;-3.70282
0;0.676812;0;-3.38222;0.67188;3.66701;3.38222;0.67188;-3.66701
0;0.683357;0;-3.40947;0.686425;3.63739;3.40947;0.686425;-3.63739
0;0.689903;0;-3.44473;0.700967;3.61633;3.44473;0.700967;-3.61633
0;0.69645;0;-3.481;0.715497;3.59635;3.481;0.715497;-3.59635
0;0.702999;0;-3.50993;0.730008;3.56882;3.50993;0.730008;-3.56882
0;0.709551;0;-3.53126;0.744491;3.53354;3.53126;0.744491;-3.53354
0;0.716106;0;-3.55305;0.758938;3.4987;3.55305;0.758938;-3.4987
0;0.722666;0;-3.58251;0.773342;3.47139;3.58251;0.773342;-3.47139
0;0.729231;0;-3.61789;0.787692;3.44984;3.61789;0.787692;-3.44984
0;0.735802;0;-3.65053;0.801984;3.4257;3.65053;0.801984;-3.4257
0;0.742379;0;-3.67468;0.816207;3.3936;3.67468;0.816207;-3.3936
0;0.748964;0;-3.69393;0.830355;3.35696;3.69393;0.830355;-3.35696
0;0.755558;0;-3.7171;0.844419;3.32385;3.7171;0.844419;-3.32385
0;0.762161;0;-3.74823;0.858392;3.29786;3.74823;0.858392;-3.29786
0;0.768773;0;-3.78209;0.872266;3.2743;3.78209;0.872266;-3.2743
0;0.775397;0;-3.81018;0.886034;3.24576;3.81018;0.886034;-3.24576
0;0.782031;0;-3.83028;0.899689;3.21041;3.83028;0.899689;-3.21041
0;0.788678;0;-3.84894;0.913224;3.17383;3.84894;0.913224;-3.17383
0;0.795337;0;-3.87396;0.92663;3.14248;3.87396;0.92663;-3.14248
0;0.80201;0;-3.90563;0.939901;3.11653;3.90563;0.939901;-3.11653
0;0.808697;0;-3.93647;0.953031;3.08994;3.93647;0.953031;-3.08994
0;0.815399;0;-3.95974;0.966014;3.05743;3.95974;0.966014;-3.05743
0;0.822116;0;-3.97702;0.978842;3.02026;3.97702;0.978842;-3.02026
0;0.828849;0;-3.99631;0.99151;2.98461;3.99631;0.99151;-2.98461
0;0.835599;0;-4.02296;1.00401;2.95445;4.02296;1.00401;-2.95445
0;0.842366;0;-4.0537;1.01634;2.92732;4.0537;1.01634;-2.92732
0;0.849151;0;-4.08041;1.02849;2.89728;4.08041;1.02849;-2.89728
0;0.855955;0;-4.09931;1.04045;2.8617;4.09931;1.04045;-2.8617
0;0.862777;0;-4.11515;1.05223;2.82397;4.11515;1.05223;-2.82397
0;0.869618;0;-4.13578;1.06382;2.78951;4.13578;1.06382;-2.78951
0;0.87648;0;-4.16324;1.0752;2.75966;4.16324;1.0752;-2.75966
0;0.883362;0;-4.19158;1.08638;2.73042;4.19158;1.08638;-2.73042
0;0.890265;0;-4.21365;1.09735;2.6971;4.21365;1.09735;-2.6971
0;0.897188;0;-4.22913;1.10812;2.65955;4.22913;1.10812;-2.65955
0;0.904134;0;-4.24481;1.11866;2.62211;4.24481;1.11866;-2.62211
0;0.911101;0;-4.26685;1.12899;2.5886;4.26685;1.12899;-2.5886
0;0.918091;0;-4.29387;1.13909;2.55811;4.29387;1.13909;-2.55811
0;0.925103;0;-4.31862;1.14897;2.52629;4.31862;1.14897;-2.52629
0;0.932139;0;-4.33618;1.15861;2.49026;4.33618;1.15861;-2.49026
0;0.939197;0;-4.34948;1.16803;2.45178;4.34948;1.16803;-2.45178
0;0.946279;0;-4.36588;1.17721;2.41503;4.36588;1.17721;-2.41503
0;0.953384;0;-4.38881;1.18616;2.3819;4.38881;1.18616;-2.3819
0;0.960513;0;-4.41403;1.19487;2.35002;4.41403;1.19487;-2.35002
0;0.967667;0;-4.43445;1.20333;2.31559;4.43445;1.20333;-2.31559
0;0.974844;0;-4.44819;1.21156;2.27768;4.44819;1.21156;-2.27768
0;0.982045;0;-4.46056;1.21955;2.23904;4.46056;1.21955;-2.23904
0;0.989271;0;-4.47801;1.22729;2.20295;4.47801;1.22729;-2.20295
0;0.996521;0;-4.50086;1.23479;2.16953;4.50086;1.23479;-2.16953
0;1.0038;0;-4.52304;1.24204;2.13579;4.52304;1.24204;-2.13579
0;1.01109;0;-4.53901;1.24905;2.09913;4.53901;1.24905;-2.09913
0;1.01842;0;-4.54997;1.25582;2.06014;4.54997;1.25582;-2.06014
0;1.02577;0;-4.56238;1.26234;2.02179;4.56238;1.26234;-2.02179
0;1.03314;0;-4.58065;1.26863;1.98604;4.58065;1.26863;-1.98604
0;1.04053;0;-4.6022;1.27467;1.95172;4.6022;1.27467;-1.95172
0;1.04795;0;-4.6205;1.28047;1.91604;4.6205;1.28047;-1.91604
0;1.0554;0;-4.63243;1.28604;1.87771;4.63243;1.28604;-1.87771
0;1.06286;0;-4.64176;1.29136;1.83832;4.64176;1.29136;-1.83832
0;1.07035;0;-4.65475;1.29646;1.80037;4.65475;1.29646;-1.80037
0;1.07787;0;-4.67313;1.30132;1.7645;4.67313;1.30132;-1.7645
0;1.0854;0;-4.6922;1.30596;1.72891;4.6922;1.30596;-1.72891
0;1.09296;0;-4.70626;1.31037;1.69148;4.70626;1.31037;-1.69148
0;1.10054;0;-4.71497;1.31455;1.65212;4.71497;1.31455;-1.65212
0;1.10815;0;-4.72368;1.31852;1.61274;4.72368;1.31852;-1.61274
0;1.11577;0;-4.73727;1.32227;1.57504;4.73727;1.32227;-1.57504
0;1.12342;0;-4.75475;1.32582;1.53863;4.75475;1.32582;-1.53863
0;1.13109;0;-4.77042;1.32915;1.50164;4.77042;1.32915;-1.50164
0;1.13877;0;-4.7804;1.33228;1.46287;4.7804;1.33228;-1.46287
0;1.14648;0;-4.7869;1.33521;1.42302;4.7869;1.33521;-1.42302
0;1.1542;0;-4.79565;1.33795;1.38384;4.79565;1.33795;-1.38384
0;1.16195;0;-4.8094;1.3405;1.3461;4.8094;1.3405;-1.3461
0;1.16971;0;-4.8249;1.34287;1.30885;4.8249;1.34287;-1.30885
0;1.17749;0;-4.83666;1.34506;1.2706;4.83666;1.34506;-1.2706
0;1.18529;0;-4.84314;1.34708;1.23095;4.84314;1.34708;-1.23095
0;1.19311;0;-4.8484;1.34894;1.19099;4.8484;1.34894;-1.19099
0;1.20094;0;-4.85744;1.35063;1.15196;4.85744;1.35063;-1.15196
0;1.20878;0;-4.87056;1.35217;1.11389;4.87056;1.35217;-1.11389
0;1.21664;0;-4.88316;1.35357;1.07572;4.88316;1.35357;-1.07572
0;1.22452;0;-4.89094;1.35482;1.03648;4.89094;1.35482;-1.03648
0;1.23241;0;-4.89476;1.35594;0.996401;4.89476;1.35594;-0.996401
0;1.24031;0;-4.89953;1.35693;0.956508;4.89953;1.35693;-0.956508
0;1.24822;0;-4.90864;1.35781;0.917461;4.90864;1.35781;-0.917461
0;1.25614;0;-4.92021;1.35857;0.878879;4.92021;1.35857;-0.878879
0;1.26408;0;-4.92928;1.35922;0.839857;4.92928;1.35922;-0.839857
0;1.27202;0;-4.93344;1.35978;0.800001;4.93344;1.35978;-0.800001
0;1.27997;0;-4.93549;1.36025;0.759793;4.93549;1.36025;-0.759793
0;1.28794;0;-4.94016;1.36064;0.719983;4.94016;1.36064;-0.719983
0;1.29591;0;-4.9488;1.36095;0.680754;4.9488;1.36095;-0.680754
0;1.30388;0;-4.95793;1.36119;0.641599;4.95793;1.36119;-0.641599
0;1.31186;0;-4.96324;1.36138;0.601955;4.96324;1.36138;-0.601955
0;1.31985;0;-4.96444;1.36151;0.561809;4.96444;1.36151;-0.561809
0;1.32784;0;-4.96549;1.36161;0.521638;4.96549;1.36161;-0.521638
0;1.33583;0;-4.97006;1.36166;0.481834;4.97006;1.36166;-0.481834
0;1.34383;0;-4.97745;1.3617;0.442309;4.97745;1.3617;-0.442309
0;1.35183;0;-4.98347;1.36171;0.402668;4.98347;1.36171;-0.402668
0;1.35983;0;-4.98519;1.36171;0.362682;4.98519;1.36171;-0.362682
0;1.36783;0;-4.98421;1.36171;0.322493;4.98421;1.36171;-0.322493
0;1.37583;0;-4.98474;1.36172;0.282396;4.98474;1.36172;-0.282396
0;1.38383;0;-4.98887;1.36174;0.242503;4.98887;1.36174;-0.242503
0;1.39182;0;-4.99423;1.36179;0.202677;4.99423;1.36179;-0.202677
0;1.39981;0;-4.99679;1.36186;0.162741;4.99679;1.36186;-0.162741
0;1.4078;0;-4.99539;1.36197;0.122674;4.99539;1.36197;-0.122674
0;1.41579;0;-4.99295;1.36214;0.0825764;4.99295;1.36214;-0.0825764
0;1.42376;0;-4.99314;1.36235;0.0425183;4.99314;1.36235;-0.0425183
0;1.43174;0;-4.99623;1.36263;0.00248791;4.99623;1.36263;-0.00248791
0;1.4397;0;-4.9989;1.36298;-0.0375369;4.9989;1.36298;0.0375369
0;1.44766;0;-4.998;1.36341;-0.0775326;4.998;1.36341;0.0775326
0;1.45561;0;-4.99411;1.36392;-0.117486;4.99411;1.36392;0.117486
0;1.46355;0;-4.99077;1.36453;-0.157457;4.99077;1.36453;0.157457
0;1.47148;0;-4.99045;1.36524;-0.197525;4.99045;1.36524;0.197525
0;1.47939;0;-4.99185;1.36606;-0.237656;4.99185;1.36606;0.237656
0;1.4873;0;-4.9914;1.367;-0.277695;4.9914;1.367;0.277695
0;1.49519;0;-4.98733;1.36806;-0.317533;4.98733;1.36806;0.317533
0;1.50308;0;-4.98162;1.36925;-0.35727;4.98162;1.36925;0.35727
0;1.51094;0;-4.97765;1.37058;-0.397137;4.97765;1.37058;0.397137
0;1.5188;0;-4.97643;1.37205;-0.437221;4.97643;1.37205;0.437221
0;1.52663;0;-4.97551;1.37367;-0.477327;4.97551;1.37367;0.477327
0;1.53446;0;-4.97181;1.37545;-0.517164;4.97181;1.37545;0.517164
0;1.54226;0;-4.96508;1.37739;-0.556687;4.96508;1.37739;0.556687
0;1.55005;0;-4.95811;1.3795;-0.596188;4.95811;1.3795;0.596188
0;1.55782;0;-4.95351;1.38178;-0.635977;4.95351;1.38178;0.635977
0;1.56558;0;-4.95085;1.38425;-0.67601;4.95085;1.38425;0.67601
0;1.57331;0;-4.94716;1.3869;-0.7159;4.94716;1.3869;0.7159
0;1.58103;0;-4.94036;1.38974;-0.755339;4.94036;1.38974;0.755339
0;1.58872;0;-4.93154;1.39277;-0.794472;4.93154;1.39277;0.794472
0;1.5964;0;-4.92366;1.39601;-0.83376;4.92366;1.39601;0.83376
0;1.60405;0;-4.9182;1.39946;-0.873458;4.9182;1.39946;0.873458
0;1.61169;0;-4.91354;1.40311;-0.913294;4.91354;1.40311;0.913294
0;1.6193;0;-4.90687;1.40697;-0.952753;4.90687;1.40697;0.952753
0;1.62689;0;-4.89734;1.41106;-0.991658;4.89734;1.41106;0.991658
0;1.63446;0;-4.88697;1.41536;-1.0304;4.88697;1.41536;1.0304
0;1.64201;0;-4.8783;1.41989;-1.0695;4.8783;1.41989;1.0695
0;1.64954;0;-4.87156;1.42465;-1.10902;4.87156;1.42465;1.10902
0;1.65704;0;-4.86448;1.42963;-1.14846;4.86448;1.42963;1.14846
0;1.66451;0;-4.85486;1.43485;-1.1873;4.85486;1.43485;1.1873
0;1.67197;0;-4.84307;1.4403;-1.22561;4.84307;1.4403;1.22561
0;1.6794;0;-4.83153;1.44599;-1.26398;4.83153;1.44599;1.26398
0;1.68681;0;-4.82197;1.45192;-1.30288;4.82197;1.45192;1.30288
0;1.69419;0;-4.81351;1.45809;-1.34207;4.81351;1.45809;1.34207
0;1.70155;0;-4.80374;1.4645;-1.38089;4.80374;1.4645;1.38089
0;1.70888;0;-4.79141;1.47116;-1.41898;4.79141;1.47116;1.41898
0;1.71619;0;-4.77784;1.47805;-1.4567;4.77784;1.47805;1.4567
0;1.72348;0;-4.76534;1.48519;-1.49475;4.76534;1.48519;1.49475
0;1.73074;0;-4.75462;1.49258;-1.53336;4.75462;1.49258;1.53336
0;1.73798;0;-4.74404;1.5002;-1.57201;4.74404;1.5002;1.57201
0;1.74519;0;-4.73152;1.50807;-1.61002;4.73152;1.50807;1.61002
0;1.75238;0;-4.71686;1.51619;-1.64729;4.71686;1.51619;1.64729
0;1.75955;0;-4.70191;1.52454;-1.68447;4.70191;1.52454;1.68447
0;1.76669;0;-4.68846;1.53314;-1.72219;4.68846;1.53314;1.72219
0;1.7738;0;-4.67623;1.54197;-1.76036;4.67623;1.54197;1.76036
0;1.7809;0;-4.66325;1.55104;-1.79824;4.66325;1.55104;1.79824
0;1.78797;0;-4.64813;1.56035;-1.83529;4.64813;1.56035;1.83529
0;1.79501;0;-4.63154;1.56989;-1.87177;4.63154;1.56989;1.87177
0;1.80203;0;-4.61547;1.57966;-1.90846;4.61547;1.57966;1.90846
0;1.80903;0;-4.60092;1.58965;-1.94578;4.60092;1.58965;1.94578
0;1.81601;0;-4.58683;1.59987;-1.98329;4.58683;1.59987;1.98329
0;1.82297;0;-4.57135;1.61032;-2.02019;4.57135;1.61032;2.02019
0;1.8299;0;-4.55389;1.62098;-2.05623;4.55389;1.62098;2.05623
0;1.83681;0;-4.53577;1.63185;-2.09196;4.53577;1.63185;2.09196
0;1.84371;0;-4.51867;1.64293;-2.12817;4.51867;1.64293;2.12817
0;1.85058;0;-4.50276;1.65422;-2.16494;4.50276;1.65422;2.16494
0;1.85743;0;-4.48656;1.66571;-2.20156;4.48656;1.66571;2.20156
0;1.86426;0;-4.46863;1.6774;-2.23734;4.46863;1.6774;2.23734
0;1.87107;0;-4.44919;1.68928;-2.27236;4.44919;1.68928;2.27236
0;1.87787;0;-4.42981;1.70134;-2.30741;4.42981;1.70134;2.30741
0;1.88464;0;-4.41162;1.71359;-2.34309;4.41162;1.71359;2.34309
0;1.8914;0;-4.39409;1.72601;-2.37911;4.39409;1.72601;2.37911
0;1.89814;0;-4.37564;1.7386;-2.41463;4.37564;1.7386;2.41463
0;1.90486;0;-4.35545;1.75135;-2.4492;4.35545;1.75135;2.4492
0;1.91157;0;-4.33437;1.76426;-2.48327;4.33437;1.76426;2.48327
0;1.91827;0;-4.31388;1.77732;-2.51767;4.31388;1.77732;2.51767
0;1.92495;0;-4.29446;1.79053;-2.5527;4.29446;1.79053;2.5527
0;1.93161;0;-4.27506;1.80387;-2.58774;4.27506;1.80387;2.58774
0;1.93827;0;-4.25436;1.81735;-2.62198;4.25436;1.81735;2.62198
0;1.94491;0;-4.2322;1.83095;-2.65534;4.2322;1.83095;2.65534
0;1.95153;0;-4.20977;1.84466;-2.68852;4.20977;1.84466;2.68852
0;1.95815;0;-4.18819;1.85849;-2.72225;4.18819;1.85849;2.72225
0;1.96476;0;-4.16733;1.87241;-2.75644;4.16733;1.87241;2.75644
0;1.97136;0;-4.14593;1.88644;-2.79028;4.14593;1.88644;2.79028
0;1.97795;0;-4.1231;1.90055;-2.82315;4.1231;1.90055;2.82315
0;1.98453;0;-4.09927;1.91474;-2.85533;4.09927;1.91474;2.85533
0;1.9911;0;-4.07566;1.929;-2.88768;4.07566;1.929;2.88768
0;1.99767;0;-4.05293;1.94332;-2.92065;4.05293;1.94332;2.92065
0;2.00423;0;-4.03043;1.9577;-2.95378;4.03043;1.9577;2.95378
0;2.01079;0;-4.007;1.97213;-2.98623;4.007;1.97213;2.98623
0;2.01734;0;-3.98226;1.98659;-3.0177;3.98226;1.98659;3.0177
0;2.02389;0;-3.95702;2.00109;-3.0488;3.95702;2.00109;3.0488
0;2.03044;0;-3.93233;2.01561;-3.08032;3.93233;2.01561;3.08032
0;2.03698;0;-3.90831;2.03015;-3.11236;3.90831;2.03015;3.11236
0;2.04353;0;-3.88404;2.0447;-3.14421;3.88404;2.0447;3.14421
0;2.05008;0;-3.85866;2.05924;-3.17515;3.85866;2.05924;3.17515
0;2.05662;0;-3.83226;2.07377;-3.20526;3.83226;2.07377;3.20526
0;2.06317;0;-3.80582;2.08829;-3.23533;3.80582;2.08829;3.23533
0;2.06972;0;-3.78003;2.10278;-3.26596;3.78003;2.10278;3.26596
0;2.07628;0;-3.75458;2.11724;-3.29687;3.75458;2.11724;3.29687
0;2.08283;0;-3.72851;2.13165;-3.32725;3.72851;2.13165;3.32725
0;2.0894;0;-3.70132;2.14601;-3.35663;3.70132;2.14601;3.35663
0;2.09597;0;-3.67352;2.16032;-3.38545;3.67352;2.16032;3.38545
0;2.10254;0;-3.64599;2.17456;-3.41452;3.64599;2.17456;3.41452
0;2.10913;0;-3.61904;2.18873;-3.44413;3.61904;2.18873;3.44413
0;2.11572;0;-3.59204;2.20281;-3.4737;3.59204;2.20281;3.4737
0;2.12232;0;-3.56421;2.21681;-3.50246;3.56421;2.21681;3.50246
0;2.12893;0;-3.53544;2.23071;-3.5303;3.53544;2.23071;3.5303
0;2.13555;0;-3.50643;2.2445;-3.55791;3.50643;2.2445;3.55791
0;2.14218;0;-3.47786;2.25818;-3.58596;3.47786;2.25818;3.58596
0;2.14883;0;-3.44964;2.27175;-3.61437;3.44964;2.27175;3.61437
0;2.15548;0;-3.42106;2.28518;-3.6424;3.42106;2.28518;3.6424
0;2.16215;0;-3.39159;2.29849;-3.66947;3.39159;2.29849;3.66947
0;2.16883;0;-3.36145;2.31165;-3.69584;3.36145;2.31165;3.69584
0;2.17553;0;-3.33138;2.32467;-3.72227;3.33138;2.32467;3.72227
0;2.18225;0;-3.30175;2.33754;-3.7492;3.30175;2.33754;3.7492
0;2.18898;0;-3.2722;2.35024;-3.77621;3.2722;2.35024;3.77621
0;2.19572;0;-3.24206;2.36278;-3.80255;3.24206;2.36278;3.80255
0;2.20248;0;-3.2111;2.37515;-3.82793;3.2111;2.37515;3.82793
0;2.20927;0;-3.1798;2.38735;-3.85289;3.1798;2.38735;3.85289
0;2.21606;0;-3.14874;2.39936;-3.87816;3.14874;2.39936;3.87816
0;2.22288;0;-3.118;2.41118;-3.90382;3.118;2.41118;3.90382
0;2.22972;0;-3.08708;2.42281;-3.92924;3.08708;2.42281;3.92924
0;2.23658;0;-3.05547;2.43424;-3.95379;3.05547;2.43424;3.95379
0;2.24345;0;-3.02323;2.44547;-3.97754;3.02323;2.44547;3.97754
0;2.25035;0;-2.99091;2.45649;-4.00116;2.99091;2.45649;4.00116
0;2.25727;0;-2.95889;2.46731;-4.02519;2.95889;2.46731;4.02519
0;2.26421;0;-2.927;2.4779;-4.0494;2.927;2.4779;4.0494
0;2.27117;0;-2.89473;2.48828;-4.07308;2.89473;2.48828;4.07308
0;2.27816;0;-2.86179;2.49844;-4.09582;2.86179;2.49844;4.09582
0;2.28516;0;-2.82845;2.50837;-4.11799;2.82845;2.50837;4.11799
0;2.29219;0;-2.7952;2.51807;-4.14029;2.7952;2.51807;4.14029
0;2.29925;0;-2.76221;2.52754;-4.16298;2.76221;2.52754;4.16298
0;2.30632;0;-2.72916;2.53678;-4.18557;2.72916;2.53678;4.18557
0;2.31342;0;-2.6956;2.54578;-4.20739;2.6956;2.54578;4.20739
0;2.32055;0;-2.6615;2.55455;-4.22835;2.6615;2.55455;4.22835
0;2.32769;0;-2.62721;2.56307;-4.24901;2.62721;2.56307;4.24901
0;2.33486;0;-2.59309;2.57136;-4.26997;2.59309;2.57136;4.26997
0;2.34206;0;-2.55913;2.5794;-4.29117;2.55913;2.5794;4.29117
0;2.34928;0;-2.52493;2.5872;-4.31196;2.52493;2.5872;4.31196
0;2.35652;0;-2.49021;2.59475;-4.33188;2.49021;2.59475;4.33188
0;2.36379;0;-2.4551;2.60207;-4.35112;2.4551;2.60207;4.35112
0;2.37109;0;-2.41997;2.60914;-4.37032;2.41997;2.60914;4.37032
0;2.3784;0;-2.38502;2.61596;-4.38986;2.38502;2.61596;4.38986
0;2.38575;0;-2.35008;2.62254;-4.40939;2.35008;2.62254;4.40939
0;2.39311;0;-2.31479;2.62888;-4.42829;2.31479;2.62888;4.42829
0;2.4005;0;-2.27905;2.63498;-4.44631;2.27905;2.63498;4.44631
0;2.40792;0;-2.24309;2.64084;-4.4639;2.24309;2.64084;4.4639
0;2.41535;0;-2.2072;2.64646;-4.48164;2.2072;2.64646;4.48164
0;2.42282;0;-2.17143;2.65185;-4.49963;2.17143;2.65185;4.49963
0;2.4303;0;-2.13554;2.657;-4.51735;2.13554;2.657;4.51735
0;2.43781;0;-2.09927;2.66192;-4.53428;2.09927;2.66192;4.53428
