t,x1,y1,z1,vx1,vy1,vz1,x2,y2,z2,vx2,vy2,vz2,x3,y3,z3,vx3,vy3,vz3,energy,distance
23.9104,-6.24846e-09,-0.00176802,0,-2.4172e-05,-4.09512e-06,0,-0.00419684,-0.00323324,0,0.95799,-2.75541,0,-0.00420203,-0.00323745,0,0.953715,-2.769,0,-0.0337414,0.0015058
23.9996,-7.31956e-08,-0.00177455,0,-6.86497e-05,-4.77802e-05,0,-0.00155096,-0.00596939,0,2.71492,-1.03383,0,-0.00155323,-0.00597567,0,2.71442,-1.03563,0,-0.0337024,3.44455e-05
24.0888,-1.67245e-07,-0.00178115,0,-6.42188e-05,-0.000108238,0,0.00216637,-0.0057406,0,2.53531,1.35751,0,0.00216753,-0.00574718,0,2.54359,1.35446,0,-0.0337037,0.00144437
24.1781,-2.24727e-07,-0.00178783,0,-1.55434e-05,-0.000144625,0,0.00443689,-0.00275164,0,0.615026,2.79355,0,0.00444315,-0.00274931,0,0.614264,2.79619,0,-0.0337177,0.00245325
24.2673,-2.05595e-07,-0.00179452,0,4.26587e-05,-0.000132524,0,0.00368014,0.000854618,0,-1.6872,2.31476,0,0.00368682,0.000854819,0,-1.68657,2.31794,0,-0.0336864,0.00253708
24.3566,-1.22921e-07,-0.00180116,0,7.2785e-05,-7.98739e-05,0,0.000415138,0.00267926,0,-2.87363,0.231902,0,0.000413298,0.00268569,0,-2.88276,0.236845,0,-0.0337413,0.00163276
24.4458,-3.28927e-08,-0.00180773,0,5.1835e-05,-2.15872e-05,0,-0.00314368,0.00135536,0,-2.044,-2.0772,0,-0.00314797,0.00136048,0,-2.0555,-2.06381,0,-0.0336993,0.0003775
24.5351,-3.49406e-10,-0.00181424,0,-5.8118e-06,-2.29086e-07,0,-0.00442943,-0.00216538,0,0.233702,-2.91173,0,-0.00443598,-0.00216403,0,0.225939,-2.91844,0,-0.0337397,0.00124084
24.6237,-1.92776e-08,-0.00182074,0,-4.1137e-05,-1.26342e-05,0,-0.003683,-0.00431944,0,1.62075,-2.43332,0,-0.00368543,-0.00432567,0,1.63268,-2.41575,0,-0.0337406,0.0025229
24.713,-1.01249e-07,-0.00182729,0,-7.28327e-05,-6.59284e-05,0,-0.000440987,-0.00629018,0,2.87717,-0.319903,0,-0.000444568,-0.00629583,0,2.88298,-0.314266,0,-0.0337363,0.0020183
24.8022,-1.91195e-07,-0.00183392,0,-5.3136e-05,-0.000123456,0,0.0031113,-0.00511811,0,2.10391,1.951,0,0.00311681,-0.00512189,0,2.09849,1.96455,0,-0.0336586,0.000954837
24.8915,-2.27275e-07,-0.00184061,0,3.10883e-06,-0.000146218,0,0.00453751,-0.0016452,0,-0.120278,2.85836,0,0.00454403,-0.00164372,0,-0.125591,2.85734,0,-0.0337394,0.000819082
24.9808,-1.83325e-07,-0.0018473,0,5.73981e-05,-0.000118417,0,0.00279975,0.00170799,0,-2.27354,1.75329,0,0.00280589,0.00171064,0,-2.26593,1.76377,0,-0.0336774,0.00215441
25.07,-9.47305e-08,-0.00185391,0,7.21988e-05,-6.1735e-05,0,-0.000698269,0.00257924,0,-2.85434,-0.480495,0,-0.000702782,0.00258417,0,-2.85569,-0.485325,0,-0.0337134,0.00247825
25.1592,-1.54135e-08,-0.00186046,0,3.71125e-05,-1.01448e-05,0,-0.00383536,0.000399936,0,-1.47218,-2.51248,0,-0.00383867,0.000405745,0,-1.46296,-2.53348,0,-0.0337415,0.00221447
25.2485,-7.07192e-09,-0.00186696,0,-2.5666e-05,-4.63461e-06,0,-0.00416417,-0.00342312,0,1.01141,-2.73835,0,-0.00416958,-0.00342704,0,1.01845,-2.74339,0,-0.0337023,0.00117919
25.3377,-7.63406e-08,-0.0018735,0,-6.93719e-05,-4.98189e-05,0,-0.00142697,-0.00611338,0,2.7422,-0.958073,0,-0.0014285,-0.00611989,0,2.74425,-0.950155,0,-0.0337239,0.000420871
25.427,-1.7179e-07,-0.00188011,0,-6.25513e-05,-0.000111133,0,0.00234613,-0.00573803,0,2.47107,1.4629,0,0.00234723,-0.00574463,0,2.47596,1.47802,0,-0.0337412,0.00168524
25.5162,-2.2558e-07,-0.00188678,0,-1.2824e-05,-0.000145161,0,0.00447071,-0.00268178,0,0.50862,2.815,0,0.00447682,-0.00267907,0,0.505596,2.81717,0,-0.033719,0.00253751
25.6055,-2.02783e-07,-0.00189347,0,4.50276e-05,-0.000130745,0,0.00356894,0.000901929,0,-1.78788,2.24394,0,0.0035756,0.000902553,0,-1.77324,2.24803,0,-0.0337339,0.00244978
25.6941,-1.62771e-07,-0.00190006,0,6.56206e-05,-0.00010535,0,0.00198838,0.00215518,0,-2.58737,1.24642,0,0.00199171,0.00216097,0,-2.6024,1.23715,0,-0.0337416,0.000302243
25.7833,-6.87099e-08,-0.00190666,0,6.74211e-05,-4.49035e-05,0,-0.00172716,0.00222279,0,-2.66199,-1.15189,0,-0.0017318,0.0022276,0,-2.67017,-1.14509,0,-0.0337006,0.00162239
25.8726,-4.61803e-09,-0.00191318,0,2.08538e-05,-3.05225e-06,0,-0.00426174,-0.000644105,0,-0.824233,-2.79955,0,-0.00426608,-0.000639029,0,-0.825042,-2.80734,0,-0.0336757,0.00241048
25.9618,-1.96443e-08,-0.00191969,0,-4.14894e-05,-1.28734e-05,0,-0.00366847,-0.00443974,0,1.63943,-2.41084,0,-0.00367096,-0.00444594,0,1.64187,-2.41932,0,-0.0336361,0.0024619
26.0511,-1.03402e-07,-0.00192624,0,-7.29596e-05,-6.73175e-05,0,-0.000356078,-0.00639739,0,2.88575,-0.259432,0,-0.00035917,-0.00640331,0,2.88444,-0.264877,0,-0.0337314,0.00175239
26.1404,-1.93037e-07,-0.00193287,0,-5.20063e-05,-0.000124625,0,0.00318428,-0.00514729,0,2.05345,2.00113,0,0.0031895,-0.00515147,0,2.0596,2.00684,0,-0.0336146,0.000521211
26.2296,-2.272e-07,-0.00193956,0,4.06847e-06,-0.00014617,0,0.00453465,-0.00168472,0,-0.163046,2.85494,0,0.00454095,-0.00168251,0,-0.158719,2.85698,0,-0.0337361,0.00125976
26.3188,-1.83639e-07,-0.00194624,0,5.72386e-05,-0.000118616,0,0.00281211,0.00159972,0,-2.25361,1.76674,0,0.00281841,0.00160197,0,-2.27325,1.76602,0,-0.0337336,0.00239788
26.4081,-9.05084e-08,-0.00195286,0,7.1713e-05,-5.90104e-05,0,-0.000865145,0.00244903,0,-2.8351,-0.587927,0,-0.000869818,0.00245381,0,-2.8365,-0.593375,0,-0.0337076,0.00245859
26.4972,-1.85924e-08,-0.0019594,0,4.04386e-05,-1.22308e-05,0,-0.00370951,0.000504705,0,-1.5946,-2.4462,0,-0.00371311,0.000510339,0,-1.6036,-2.43477,0,-0.0336645,0.00180032
26.5864,-4.35702e-09,-0.00196591,0,-2.02768e-05,-2.85393e-06,0,-0.0042711,-0.00319463,0,0.805124,-2.80541,0,-0.00427736,-0.00319699,0,0.798513,-2.81716,0,-0.0337418,0.000357617
26.6757,-6.7862e-08,-0.00197243,0,-6.72732e-05,-4.43174e-05,0,-0.00176261,-0.00608022,0,2.66036,-1.16784,0,-0.00176341,-0.00608686,0,2.66011,-1.1755,0,-0.0337172,0.0012587
26.765,-1.63461e-07,-0.00197904,0,-6.54835e-05,-0.00010583,0,0.00201751,-0.00601444,0,2.58657,1.26548,0,0.0020172,-0.00602111,0,2.59236,1.25605,0,-0.0337206,0.00219941
26.8542,-2.23704e-07,-0.00198571,0,-1.82552e-05,-0.000143984,0,0.00439645,-0.0031175,0,0.724114,2.76802,0,0.00440271,-0.00311515,0,0.719642,2.77106,0,-0.0337156,0.00260319
26.9435,-2.07617e-07,-0.0019924,0,4.08215e-05,-0.0001338,0,0.0037601,0.000543315,0,-1.62119,2.36516,0,0.00376673,0.000544111,0,-1.60728,2.36845,0,-0.0337387,0.00206976
27.0327,-1.25564e-07,-0.00199905,0,7.26033e-05,-8.15697e-05,0,0.000518819,0.00247182,0,-2.86683,0.300859,0,0.000518685,0.0024785,0,-2.87518,0.301997,0,-0.0337287,0.000608309
27.122,-3.52318e-08,-0.00200562,0,5.33074e-05,-2.31183e-05,0,-0.00305063,0.00124917,0,-2.10252,-2.01369,0,-0.00305602,0.00125312,0,-2.11343,-2.00623,0,-0.0336622,0.000825545
27.211,-1.68428e-10,-0.00201213,0,4.05568e-06,-1.1726e-07,0,-0.00443709,-0.00176425,0,-0.155145,-2.91923,0,-0.00444264,-0.00176053,0,-0.165609,-2.91978,0,-0.0337422,0.0022614
27.3003,-3.61275e-08,-0.00201864,0,-5.39063e-05,-2.36514e-05,0,-0.00301744,-0.00529915,0,2.13031,-1.98102,0,-0.00301837,-0.00530577,0,2.13301,-1.99673,0,-0.0337229,0.0025335
27.4401,-2.21273e-07,-0.00202903,0,-2.34097e-05,-0.000142456,0,0.00430135,-0.00347668,0,0.918173,2.71425,0,0.00430553,-0.0034819,0,0.933245,2.70397,0,-0.0337334,0.00245508
27.5294,-2.11777e-07,-0.00203572,0,3.66193e-05,-0.000136428,0,0.00392642,0.000237572,0,-1.44239,2.47618,0,0.00392944,0.000243533,0,-1.45375,2.46531,0,-0.0336712,0.00247366
27.6186,-1.33367e-07,-0.00204238,0,7.18464e-05,-8.65705e-05,0,0.000825467,0.00238585,0,-2.84352,0.494457,0,0.000829171,0.00239142,0,-2.83863,0.503903,0,-0.0337421,0.00176692
27.7079,-4.15694e-08,-0.00204895,0,5.69028e-05,-2.72551e-05,0,-0.00280056,0.00142709,0,-2.24069,-1.8509,0,-0.00280487,0.0014322,0,-2.2596,-1.84185,0,-0.0337309,0.000100334
27.7971,-2.09867e-12,-0.00205546,0,6.80492e-07,-5.45534e-09,0,-0.00444323,-0.00200991,0,-0.0300415,-2.92441,0,-0.00444965,-0.0020118,0,-0.0237769,-2.92344,0,-0.0337421,0.00129631
27.8864,-4.04152e-08,-0.00206198,0,-5.6351e-05,-2.64499e-05,0,-0.00284524,-0.00549492,0,2.21829,-1.87866,0,-0.00285148,-0.00549731,0,2.23836,-1.87776,0,-0.0337402,0.00218927
27.9756,-1.32867e-07,-0.00206855,0,-7.20084e-05,-8.62687e-05,0,0.000805134,-0.0064941,0,2.84919,0.482331,0,0.000809909,-0.00649878,0,2.84577,0.492161,0,-0.0337378,0.00259837
28.0649,-2.11537e-07,-0.0020752,0,-3.69071e-05,-0.000136323,0,0.00391659,-0.00435822,0,1.46477,2.45705,0,0.00392027,-0.0043638,0,1.45412,2.47612,0,-0.0337206,0.00201321
28.1535,-2.26651e-07,-0.0020818,0,-8.17958e-06,-0.000145833,0,0.00451297,-0.00258546,0,0.32253,2.83878,0,0.00451921,-0.00258786,0,0.324372,2.84651,0,-0.0337241,0.00115308
28.2427,-1.97629e-07,-0.00208849,0,4.89075e-05,-0.000127481,0,0.00336742,0.000943732,0,-1.93564,2.10838,0,0.00336952,0.00095008,0,-1.93233,2.1255,0,-0.0337266,0.00224769
28.3319,-1.10396e-07,-0.00209512,0,7.3076e-05,-7.18278e-05,0,-8.29316e-05,0.00239917,0,-2.88712,-0.0835102,0,-7.91776e-05,0.0024047,0,-2.89228,-0.0840951,0,-0.0337319,0.00259252
28.4212,-2.45118e-08,-0.00210168,0,4.57382e-05,-1.61107e-05,0,-0.00347398,0.00068947,0,-1.80016,-2.28542,0,-0.0034805,0.000690954,0,-1.81716,-2.28871,0,-0.0337356,0.00195081
28.5104,-2.21547e-09,-0.00210819,0,-1.45355e-05,-1.44969e-06,0,-0.00435557,-0.00298854,0,0.579092,-2.86652,0,-0.00436226,-0.00298867,0,0.570486,-2.86711,0,-0.033742,0.000795736
28.5997,-5.94031e-08,-0.00211471,0,-6.46424e-05,-3.88194e-05,0,-0.00209552,-0.00605872,0,2.55071,-1.38942,0,-0.00209948,-0.0060641,0,2.5617,-1.38873,0,-0.0336758,0.000647887
28.6889,-1.5161e-07,-0.0021213,0,-6.87468e-05,-9.82676e-05,0,0.00154617,-0.00635387,0,2.72075,0.958493,0,0.0015512,-0.00635827,0,2.71626,0.964963,0,-0.0336915,0.00216618
28.7781,-2.19499e-07,-0.00212796,0,-2.64927e-05,-0.000141341,0,0.00423138,-0.00376638,0,1.04142,2.6703,0,0.00423516,-0.0037719,0,1.05382,2.65971,0,-0.0336867,0.00256163
28.8674,-2.1475e-07,-0.00213465,0,3.31681e-05,-0.000138305,0,0.0040436,-7.46589e-05,0,-1.31295,2.53734,0,0.00404737,-6.91401e-05,0,-1.31023,2.55258,0,-0.0336552,0.00217619
28.9566,-1.4044e-07,-0.00214131,0,7.08494e-05,-9.10964e-05,0,0.00110546,0.00222852,0,-2.80399,0.673234,0,0.00110855,0.00223445,0,-2.79931,0.68307,0,-0.0337403,0.00103545
29.0459,-4.61323e-08,-0.00214789,0,5.91745e-05,-3.02309e-05,0,-0.00262079,0.0014684,0,-2.33979,-1.71956,0,-0.00262376,0.00147439,0,-2.34017,-1.73783,0,-0.0337375,0.000740488
29.1351,-1.95836e-10,-0.00215441,0,4.37114e-06,-1.36057e-07,0,-0.00443568,-0.00188402,0,-0.174768,-2.91861,0,-0.00444188,-0.00188649,0,-0.170935,-2.91892,0,-0.0337309,0.00189348
29.2244,-3.37355e-08,-0.00216092,0,-5.24294e-05,-2.20875e-05,0,-0.00310923,-0.00535294,0,2.06599,-2.04978,0,-0.00311576,-0.00535439,0,2.08052,-2.05167,0,-0.0337154,0.00244228
29.3136,-1.21903e-07,-0.00216748,0,-7.29445e-05,-7.923e-05,0,0.000371976,-0.00664522,0,2.88323,0.20554,0,0.000375965,-0.00665058,0,2.88577,0.21228,0,-0.0337307,0.00237361
29.4028,-2.05299e-07,-0.00217413,0,-4.2953e-05,-0.000132386,0,0.00366969,-0.00483034,0,1.69834,2.31072,0,0.00367383,-0.00483558,0,1.69871,2.31111,0,-0.0336012,0.00123667
29.4921,-2.2431e-07,-0.00218082,0,1.66978e-05,-0.000144341,0,0.00442023,-0.00114032,0,-0.660455,2.77944,0,0.00442684,-0.00113931,0,-0.660131,2.78787,0,-0.0337207,0.000363469
29.58,-2.2396e-07,-0.00218733,0,1.76112e-05,-0.00014412,0,0.00440732,-0.00109194,0,-0.691432,2.77567,0,0.00441206,-0.00108723,0,-0.701394,2.77416,0,-0.0337274,0.0023265
29.6693,-1.64354e-07,-0.002194,0,6.51104e-05,-0.000106356,0,0.00205035,0.0018316,0,-2.57678,1.27899,0,0.00205498,0.00183642,0,-2.57264,1.28414,0,-0.03367,0.00131111
29.7585,-6.86736e-08,-0.0022006,0,6.74047e-05,-4.48834e-05,0,-0.00172996,0.00192791,0,-2.66063,-1.15047,0,-0.00173187,0.00193432,0,-2.67024,-1.1481,0,-0.03371,0.000475995
29.8478,-4.6665e-09,-0.00220713,0,2.09612e-05,-3.08705e-06,0,-0.00425867,-0.000928129,0,-0.833741,-2.80187,0,-0.00426532,-0.000928795,0,-0.824026,-2.80227,0,-0.033736,0.00169694
29.9371,-1.9729e-08,-0.00221364,0,-4.15728e-05,-1.29261e-05,0,-0.00366303,-0.00474115,0,1.64948,-2.40994,0,-0.0036697,-0.00474143,0,1.6384,-2.41606,0,-0.0337207,0.00236713
30.0262,-9.79621e-08,-0.00222018,0,-7.2601e-05,-6.38068e-05,0,-0.000574206,-0.00666606,0,2.87018,-0.405868,0,-0.000571266,-0.00667206,0,2.87166,-0.396093,0,-0.033739,0.00247123
30.1155,-1.88376e-07,-0.00222681,0,-5.47803e-05,-0.000121675,0,0.00300129,-0.00560959,0,2.16257,1.89512,0,0.00300383,-0.00561578,0,2.16987,1.87954,0,-0.033738,0.00149103
30.2045,-2.26635e-07,-0.00223347,0,-8.26311e-06,-0.000145824,0,0.00451223,-0.0027425,0,0.328694,2.83762,0,0.00451873,-0.00274404,0,0.324815,2.84699,0,-0.0337348,0.00054466
30.2938,-1.98028e-07,-0.00224015,0,4.8624e-05,-0.000127732,0,0.00338293,0.000775035,0,-1.9253,2.119,0,0.00338554,0.000781191,0,-1.92025,2.13473,0,-0.033715,0.00193974
30.383,-1.14164e-07,-0.00224679,0,7.30755e-05,-7.42504e-05,0,6.5957e-05,0.00224966,0,-2.88859,0.00960082,0,6.9901e-05,0.00225506,0,-2.89077,0.0143926,0,-0.0337297,0.00259964
30.4722,-2.74434e-08,-0.00225335,0,4.80285e-05,-1.80315e-05,0,-0.00335804,0.000678734,0,-1.89179,-2.20942,0,-0.00336458,0.000680134,0,-1.90666,-2.2128,0,-0.0337173,0.002164
30.5615,-1.70848e-09,-0.00225985,0,-1.27833e-05,-1.11754e-06,0,-0.00437564,-0.00303385,0,0.508075,-2.87984,0,-0.00438229,-0.00303311,0,0.502924,-2.88006,0,-0.0337304,0.00125127
30.6508,-5.73537e-08,-0.00226638,0,-6.39191e-05,-3.7485e-05,0,-0.00217683,-0.00616485,0,2.52617,-1.43586,0,-0.00218026,-0.00617058,0,2.52903,-1.44783,0,-0.0336893,0.000138646
30.74,-1.53723e-07,-0.00227297,0,-6.82411e-05,-9.96197e-05,0,0.00162995,-0.00647458,0,2.69314,1.01994,0,0.0016346,-0.00647939,0,2.70388,1.01045,0,-0.033733,0.00174873
30.8292,-2.18665e-07,-0.00227963,0,-2.78079e-05,-0.000140818,0,0.00419845,-0.00399924,0,1.09473,2.64716,0,0.00420219,-0.00400477,0,1.10453,2.64152,0,-0.0336449,0.00251206
30.9184,-2.15542e-07,-0.00228632,0,3.21666e-05,-0.000138804,0,0.00407504,-0.000288163,0,-1.26851,2.56493,0,0.00407859,-0.000282499,0,-1.27546,2.56448,0,-0.0336121,0.00239178
31.0077,-1.42097e-07,-0.00229298,0,7.0569e-05,-9.21552e-05,0,0.00117064,0.00206091,0,-2.79296,0.715818,0,0.00117441,0.00206643,0,-2.78817,0.724219,0,-0.033729,0.00148928
31.0969,-4.94766e-08,-0.00229956,0,6.06904e-05,-3.24112e-05,0,-0.00248838,0.00141113,0,-2.38784,-1.655,0,-0.00249169,0.00141694,0,-2.41201,-1.62996,0,-0.03367,0.000323265
31.1862,-6.55054e-10,-0.00230608,0,7.94595e-06,-4.4168e-07,0,-0.0044174,-0.00181841,0,-0.311749,-2.90533,0,-0.00442384,-0.00182019,0,-0.316676,-2.90802,0,-0.0337344,0.00165024
31.2754,-3.1726e-08,-0.00231259,0,-5.11185e-05,-2.07729e-05,0,-0.0031887,-0.00542379,0,2.02038,-2.10004,0,-0.00319523,-0.00542522,0,2.02245,-2.10537,0,-0.0336636,0.00235663
31.3646,-1.20345e-07,-0.00231915,0,-7.30251e-05,-7.82289e-05,0,0.00031029,-0.00680073,0,2.88582,0.167333,0,0.000314411,-0.00680599,0,2.88955,0.171309,0,-0.0337262,0.00251851
31.4533,-1.72792e-07,-0.00232572,0,-6.21674e-05,-0.000111777,0,0.00238465,-0.00615946,0,2.4582,1.49611,0,0.002388,-0.00616525,0,2.45846,1.49576,0,-0.0336786,0.000146278
31.5426,-2.25866e-07,-0.0023324,0,-1.17662e-05,-0.000145344,0,0.00448208,-0.00305808,0,0.467728,2.81774,0,0.00448803,-0.00306113,0,0.462832,2.82884,0,-0.0337386,0.00140076
31.6316,-2.09522e-07,-0.00233907,0,3.89715e-05,-0.000135001,0,0.0038374,8.03078e-05,0,-1.5375,2.41824,0,0.00384015,8.64023e-05,0,-1.54466,2.41038,0,-0.0336407,0.00250518
31.7209,-1.29109e-07,-0.00234572,0,7.22949e-05,-8.38421e-05,0,0.000656739,0.00210957,0,-2.86094,0.386726,0,0.000661156,0.00211459,0,-2.85667,0.395856,0,-0.0337358,0.00245086
31.8101,-3.73579e-08,-0.00235229,0,5.45708e-05,-2.45119e-05,0,-0.00296636,0.000981531,0,-2.14703,-1.95662,0,-0.00297215,0.000984875,0,-2.16885,-1.95308,0,-0.0337305,0.00140259
31.8994,-9.44032e-11,-0.0023588,0,-3.06928e-06,-6.42119e-08,0,-0.00443945,-0.00254157,0,0.122965,-2.92145,0,-0.00444613,-0.00254179,0,0.119776,-2.92176,0,-0.0337351,3.95831e-05
31.9886,-4.47097e-08,-0.00236531,0,-5.85666e-05,-2.92483e-05,0,-0.00267582,-0.0059333,0,2.32286,-1.75772,0,-0.00268125,-0.00593719,0,2.30902,-1.77738,0,-0.0337404,0.00134382
32.0779,-1.38193e-07,-0.00237189,0,-7.13087e-05,-8.9685e-05,0,0.00101574,-0.00675572,0,2.82162,0.61865,0,0.00102052,-0.00676039,0,2.818,0.626028,0,-0.0337163,0.00242878
32.1671,-2.12956e-07,-0.00237855,0,-3.5329e-05,-0.000137222,0,0.00397298,-0.00456323,0,1.3943,2.50384,0,0.0039761,-0.00456914,0,1.39979,2.50045,0,-0.0336196,0.00249298
32.2564,-2.20608e-07,-0.00238524,0,2.46025e-05,-0.000142003,0,0.00427467,-0.000855416,0,-0.97533,2.68402,0,0.00427958,-0.000850872,0,-0.97042,2.69832,0,-0.0337409,0.00178436
32.345,-1.92539e-07,-0.00239184,0,5.22594e-05,-0.000124255,0,0.00316568,0.000847636,0,-2.06472,1.9922,0,0.00316873,0.000853585,0,-2.06835,1.98652,0,-0.0336613,0.00134
32.4342,-1.0662e-07,-0.00239846,0,7.2984e-05,-6.93993e-05,0,-0.000232047,0.00208939,0,-2.88174,-0.178078,0,-0.000228674,0.00209516,0,-2.89038,-0.181586,0,-0.0337416,0.0024645
32.5234,-2.29029e-08,-0.00240502,0,4.43919e-05,-1.50619e-05,0,-0.00353753,0.000304724,0,-1.76067,-2.32542,0,-0.00354419,0.000305282,0,-1.75017,-2.33166,0,-0.0337101,0.00240497
32.6127,-3.0446e-09,-0.00241152,0,-1.70071e-05,-1.9923e-06,0,-0.00432284,-0.0034424,0,0.668677,-2.84385,0,-0.00432941,-0.00344116,0,0.676373,-2.84687,0,-0.0337363,0.00181119
32.7019,-6.38294e-08,-0.00241805,0,-6.60977e-05,-4.16945e-05,0,-0.00192149,-0.0064513,0,2.6118,-1.26731,0,-0.00192346,-0.00645768,0,2.61571,-1.28346,0,-0.0337419,0.000647595
32.7912,-1.60045e-07,-0.00242465,0,-6.65367e-05,-0.000103657,0,0.00188014,-0.00652309,0,2.62964,1.17628,0,0.00188437,-0.00652827,0,2.63258,1.17339,0,-0.0336856,0.0011334
32.8804,-2.22254e-07,-0.00243131,0,-2.149e-05,-0.000143078,0,0.00433996,-0.00375939,0,0.853013,2.72579,0,0.00434454,-0.00376425,0,0.84658,2.74159,0,-0.0337396,0.00224894
32.9696,-2.12184e-07,-0.002438,0,3.6168e-05,-0.000136683,0,0.00394257,-0.000191882,0,-1.42839,2.4793,0,0.00394552,-0.000185884,0,-1.43205,2.4823,0,-0.0336199,0.00254643
33.0589,-1.34206e-07,-0.00244466,0,7.1734e-05,-8.71064e-05,0,0.000858432,0.00197839,0,-2.83321,0.523443,0,0.000862537,0.00198367,0,-2.84005,0.517299,0,-0.0337308,0.00203857
33.1481,-4.16155e-08,-0.00245123,0,5.69209e-05,-2.72913e-05,0,-0.0027985,0.0010272,0,-2.24006,-1.84954,0,-0.00280328,0.00103186,0,-2.26168,-1.84035,0,-0.0337387,0.000538859
33.2374,-2.76476e-12,-0.00245774,0,7.99176e-07,-7.61635e-09,0,-0.00444314,-0.00240464,0,-0.0311269,-2.92349,0,-0.00444969,-0.00240595,0,-0.032078,-2.9242,0,-0.0337328,0.000922331
33.3267,-4.06713e-08,-0.00246426,0,-5.64956e-05,-2.6613e-05,0,-0.00283518,-0.00590495,0,2.2238,-1.87256,0,-0.00284128,-0.00590767,0,2.2443,-1.87097,0,-0.0337378,0.00198678
33.4159,-1.3289e-07,-0.00247083,0,-7.20157e-05,-8.62865e-05,0,0.000806068,-0.00689558,0,2.84308,0.489685,0,0.00081085,-0.00690025,0,2.85246,0.486218,0,-0.0337305,0.00260172
33.5051,-2.07939e-07,-0.00247747,0,-4.05518e-05,-0.000134059,0,0.00377456,-0.00498459,0,1.6001,2.38146,0,0.0037778,-0.00499044,0,1.60703,2.37263,0,-0.033658,0.00208836
33.5943,-2.23355e-07,-0.00248417,0,1.90771e-05,-0.000143738,0,0.00438278,-0.00129635,0,-0.749378,2.75772,0,0.00438879,-0.00129343,0,-0.759385,2.76184,0,-0.0337267,0.000849111
33.6836,-1.63182e-07,-0.00249084,0,6.54792e-05,-0.000105607,0,0.00200539,0.00155716,0,-2.58902,1.25244,0,0.00200725,0.00156358,0,-2.58956,1.25148,0,-0.033697,0.000795332
33.7728,-6.90343e-08,-0.00249744,0,6.74958e-05,-4.51207e-05,0,-0.00171703,0.00163756,0,-2.66531,-1.13668,0,-0.00171626,0.0016442,0,-2.67276,-1.14313,0,-0.0337188,0.00218169
33.8621,-4.77751e-09,-0.00250397,0,2.12045e-05,-3.16349e-06,0,-0.00425441,-0.00120899,0,-0.839899,-2.79722,0,-0.0042608,-0.00121093,0,-0.83711,-2.80087,0,-0.0337123,0.00247378
33.9513,-1.67687e-08,-0.00251047,0,-3.86126e-05,-1.09849e-05,0,-0.00378009,-0.00485651,0,1.52067,-2.489,0,-0.00378676,-0.00485691,0,1.53311,-2.49051,0,-0.0337036,0.00211732
34.0405,-9.55197e-08,-0.00251702,0,-7.23879e-05,-6.22288e-05,0,-0.000669656,-0.00694755,0,2.85798,-0.459491,0,-0.000668978,-0.0069542,0,2.867,-0.46727,0,-0.0337421,0.00111581
34.1296,-1.8161e-07,-0.00252363,0,-5.83107e-05,-0.000117386,0,0.00273248,-0.00612253,0,2.30641,1.71702,0,0.00273758,-0.00612684,0,2.30524,1.71843,0,-0.0336052,0.000982502
34.2189,-2.27134e-07,-0.00253031,0,-4.73801e-06,-0.000146137,0,0.00453237,-0.00281886,0,0.184477,2.85271,0,0.00453803,-0.00282242,0,0.190241,2.85665,0,-0.0337261,0.00216677
34.3081,-1.9342e-07,-0.002537,0,5.17064e-05,-0.000124811,0,0.00320141,0.000668481,0,-2.04197,2.01446,0,0.00320266,0.000675046,0,-2.04736,2.00827,0,-0.0336775,0.00254208
34.3973,-1.11727e-07,-0.00254363,0,7.30749e-05,-7.26844e-05,0,-2.99547e-05,0.00195239,0,-2.88738,-0.0473664,0,-2.69194e-05,0.00195834,0,-2.89193,-0.0524887,0,-0.0337421,0.00206816
34.4865,-2.5506e-08,-0.00255018,0,4.65331e-05,-1.67687e-05,0,-0.00343507,0.000289737,0,-1.83012,-2.26219,0,-0.00344077,0.000293239,0,-1.85006,-2.2599,0,-0.0337267,0.000618789
34.5758,-2.04559e-09,-0.00255669,0,-1.39781e-05,-1.33797e-06,0,-0.00436254,-0.00340122,0,0.553706,-2.87058,0,-0.00436873,-0.00340376,0,0.551785,-2.87188,0,-0.0337218,0.000876389
34.665,-5.83257e-08,-0.00256321,0,-6.42741e-05,-3.81148e-05,0,-0.00213737,-0.00648386,0,2.54919,-1.40743,0,-0.00214284,-0.0064877,0,2.53409,-1.42645,0,-0.0337337,0.00197893
34.7542,-1.50493e-07,-0.0025698,0,-6.90138e-05,-9.75586e-05,0,0.00150179,-0.00681729,0,2.72351,0.935028,0,0.00150726,-0.00682113,0,2.73463,0.932352,0,-0.0336847,0.00261185
34.8435,-2.191e-07,-0.00257646,0,-2.713e-05,-0.000141096,0,0.00421537,-0.00425373,0,1.06634,2.66157,0,0.00421967,-0.00425885,0,1.0793,2.64908,0,-0.0337341,0.0021483
34.9327,-2.15369e-07,-0.00258316,0,3.23858e-05,-0.000138693,0,0.00406731,-0.000570048,0,-1.28404,2.55267,0,0.00407264,-0.000566007,0,-1.27727,2.56795,0,-0.0337345,0.000855385
35.022,-1.42389e-07,-0.00258981,0,7.05114e-05,-9.23403e-05,0,0.00118374,0.00176098,0,-2.78863,0.722389,0,0.00118438,0.00176764,0,-2.78794,0.732291,0,-0.0337409,0.000764816
